Industry,Day,Objective,Platform,Amount spent (IDR),Impressions,Reach,Link clicks
Skincare,16/11/2022,LINK_CLICKS,facebook,220779,93160,76099,898
Skincare,16/11/2022,LINK_CLICKS,instagram,7824,1188,1120,5
Skincare,17/11/2022,LINK_CLICKS,facebook,219728,86916,70799,835
Skincare,17/11/2022,LINK_CLICKS,instagram,8246,1378,1120,11
Skincare,18/11/2022,LINK_CLICKS,facebook,224156,89603,75060,912
Skincare,18/11/2022,LINK_CLICKS,instagram,8700,1406,1406,9
Skincare,19/11/2022,LINK_CLICKS,facebook,228654,77784,64830,910
Skincare,19/11/2022,LINK_CLICKS,instagram,19931,3806,3806,17
Skincare,20/11/2022,LINK_CLICKS,facebook,219055,86041,68945,956
Skincare,20/11/2022,LINK_CLICKS,instagram,36888,9403,8928,43
Skincare,21/11/2022,LINK_CLICKS,facebook,214791,86278,71328,905
Skincare,21/11/2022,LINK_CLICKS,instagram,41037,14130,13664,48
Skincare,22/11/2022,LINK_CLICKS,facebook,214570,83899,70561,944
Skincare,22/11/2022,LINK_CLICKS,instagram,32210,12192,11584,31
Skincare,23/11/2022,LINK_CLICKS,facebook,211160,85559,70704,905
Skincare,23/11/2022,OUTCOME_ENGAGEMENT,instagram,42986,32673,30154,15
Skincare,23/11/2022,LINK_CLICKS,instagram,31144,9018,8320,27
Skincare,24/11/2022,LINK_CLICKS,facebook,212495,83116,70113,821
Skincare,24/11/2022,OUTCOME_ENGAGEMENT,instagram,54436,31982,29865,13
Skincare,24/11/2022,LINK_CLICKS,instagram,31429,8528,8528,33
Skincare,25/11/2022,LINK_CLICKS,facebook,212580,69300,58049,773
Skincare,25/11/2022,LINK_CLICKS,instagram,49424,18616,16512,60
Skincare,26/11/2022,LINK_CLICKS,facebook,215680,69986,59504,839
Skincare,26/11/2022,LINK_CLICKS,instagram,32356,12911,12336,33
Skincare,27/11/2022,LINK_CLICKS,facebook,212339,72179,62097,848
Skincare,27/11/2022,LINK_CLICKS,instagram,12564,2068,1824,14
Skincare,28/11/2022,LINK_CLICKS,facebook,209942,66297,55776,903
Skincare,28/11/2022,LINK_CLICKS,instagram,10820,1712,1648,6
Skincare,29/11/2022,LINK_CLICKS,facebook,203576,77083,65216,797
Skincare,29/11/2022,LINK_CLICKS,instagram,12280,1753,1696,11
Skincare,30/11/2022,LINK_CLICKS,facebook,187196,79962,67218,731
Skincare,30/11/2022,LINK_CLICKS,instagram,9978,1403,1296,8
Skincare,01/12/2022,LINK_CLICKS,facebook,65143,11136,9106,222
Skincare,01/12/2022,LINK_CLICKS,instagram,4354,573,466,1
Skincare,02/12/2022,LINK_CLICKS,facebook,92695,15282,12436,286
Skincare,02/12/2022,LINK_CLICKS,instagram,5378,984,952,4
Skincare,03/12/2022,LINK_CLICKS,facebook,102487,16639,13136,327
Skincare,03/12/2022,LINK_CLICKS,instagram,4192,563,492,4
Skincare,04/12/2022,LINK_CLICKS,facebook,99197,17488,13688,377
Skincare,04/12/2022,LINK_CLICKS,instagram,4605,618,616,3
Skincare,05/12/2022,LINK_CLICKS,facebook,94868,17829,13896,344
Skincare,05/12/2022,LINK_CLICKS,instagram,2699,385,352,
Skincare,06/12/2022,LINK_CLICKS,facebook,292884,54564,46463,1951
Skincare,06/12/2022,LINK_CLICKS,instagram,10607,1460,1280,13
Skincare,07/12/2022,LINK_CLICKS,facebook,442563,86498,73551,2817
Skincare,07/12/2022,LINK_CLICKS,instagram,24453,3862,3200,19
Skincare,08/12/2022,LINK_CLICKS,facebook,420888,67884,60079,2673
Skincare,08/12/2022,OUTCOME_ENGAGEMENT,instagram,44061,981,936,1
Skincare,08/12/2022,LINK_CLICKS,instagram,26779,4051,3984,16
Skincare,09/12/2022,LINK_CLICKS,facebook,442565,66435,58608,2719
Skincare,09/12/2022,OUTCOME_ENGAGEMENT,instagram,73369,1568,1435,2
Skincare,09/12/2022,LINK_CLICKS,instagram,23498,2829,2829,15
Skincare,10/12/2022,LINK_CLICKS,facebook,460082,67623,58736,2529
Skincare,10/12/2022,OUTCOME_ENGAGEMENT,instagram,80837,1636,1565,3
Skincare,10/12/2022,LINK_CLICKS,instagram,86992,13004,12176,74
Skincare,11/12/2022,LINK_CLICKS,facebook,449811,65960,58144,2689
Skincare,11/12/2022,OUTCOME_ENGAGEMENT,instagram,87708,1983,1888,5
Skincare,11/12/2022,LINK_CLICKS,instagram,121108,26611,23584,113
Skincare,12/12/2022,LINK_CLICKS,facebook,437263,63183,56464,2500
Skincare,12/12/2022,OUTCOME_ENGAGEMENT,instagram,57643,1308,1267,2
Skincare,12/12/2022,LINK_CLICKS,instagram,105139,16696,15392,87
Skincare,13/12/2022,LINK_CLICKS,facebook,446283,63689,56752,2632
Skincare,13/12/2022,LINK_CLICKS,instagram,64845,10094,9728,44
Skincare,13/12/2022,OUTCOME_ENGAGEMENT,instagram,16257,344,339,
Skincare,14/12/2022,LINK_CLICKS,facebook,436379,65521,56704,2453
Skincare,14/12/2022,LINK_CLICKS,instagram,29387,5204,4992,19
Skincare,15/12/2022,LINK_CLICKS,facebook,438076,70111,60753,2903
Skincare,15/12/2022,LINK_CLICKS,instagram,15366,2403,2240,16
Skincare,16/12/2022,LINK_CLICKS,facebook,436726,75093,64624,2952
Skincare,16/12/2022,LINK_CLICKS,instagram,24701,3934,3632,27
Skincare,17/12/2022,LINK_CLICKS,facebook,449038,77452,66384,3206
Skincare,17/12/2022,LINK_CLICKS,instagram,93209,18159,17392,82
Skincare,18/12/2022,LINK_CLICKS,facebook,441504,81534,72128,3382
Skincare,18/12/2022,LINK_CLICKS,instagram,65905,13473,12432,59
Skincare,19/12/2022,LINK_CLICKS,facebook,432574,77909,68704,3235
Skincare,19/12/2022,LINK_CLICKS,instagram,18920,3345,3345,21
Skincare,20/12/2022,LINK_CLICKS,facebook,437089,83514,74592,3238
Skincare,20/12/2022,LINK_CLICKS,instagram,15770,2668,2640,8
Skincare,21/12/2022,LINK_CLICKS,facebook,433469,77289,67840,3294
Skincare,21/12/2022,LINK_CLICKS,instagram,16546,2626,2592,17
Skincare,22/12/2022,LINK_CLICKS,facebook,424212,74702,66736,3086
Skincare,22/12/2022,LINK_CLICKS,instagram,19810,3110,2752,22
Skincare,23/12/2022,LINK_CLICKS,facebook,425289,72283,63424,3023
Skincare,23/12/2022,LINK_CLICKS,instagram,19538,2744,2744,18
Skincare,24/12/2022,LINK_CLICKS,facebook,432240,68744,60848,2991
Skincare,24/12/2022,LINK_CLICKS,instagram,24212,2919,2640,26
Skincare,25/12/2022,LINK_CLICKS,facebook,425545,76352,67152,3029
Skincare,25/12/2022,LINK_CLICKS,instagram,24736,3448,3040,25
Skincare,26/12/2022,LINK_CLICKS,facebook,418447,74206,66591,2947
Skincare,26/12/2022,LINK_CLICKS,instagram,20828,3205,3205,12
Skincare,27/12/2022,LINK_CLICKS,facebook,417463,72904,65104,2877
Skincare,27/12/2022,LINK_CLICKS,instagram,20006,3226,3168,20
Skincare,28/12/2022,LINK_CLICKS,facebook,405609,75129,67871,2760
Skincare,28/12/2022,LINK_CLICKS,instagram,18792,3067,2944,16
Skincare,29/12/2022,LINK_CLICKS,facebook,405892,69966,62016,2708
Skincare,29/12/2022,LINK_CLICKS,instagram,19787,2912,2704,17
Skincare,30/12/2022,LINK_CLICKS,facebook,402576,70139,64048,2668
Skincare,30/12/2022,LINK_CLICKS,instagram,19735,3088,2880,12
Skincare,31/12/2022,LINK_CLICKS,facebook,246994,38742,34048,1515
Skincare,31/12/2022,LINK_CLICKS,instagram,16531,2630,2520,12
Skincare,17/01/2023,LINK_CLICKS,facebook,23238,6819,6036,578
Skincare,17/01/2023,LINK_CLICKS,instagram,60298,12869,12208,109
Skincare,18/01/2023,LINK_CLICKS,facebook,39224,6026,5096,849
Skincare,18/01/2023,LINK_CLICKS,instagram,103840,13973,13076,166
Skincare,19/01/2023,LINK_CLICKS,facebook,38377,5977,5364,895
Skincare,19/01/2023,LINK_CLICKS,instagram,130220,16046,14677,208
Skincare,20/01/2023,LINK_CLICKS,facebook,38723,7033,6692,930
Skincare,20/01/2023,LINK_CLICKS,instagram,132424,16433,15568,211
Skincare,21/01/2023,LINK_CLICKS,facebook,39553,7279,6656,935
Skincare,21/01/2023,LINK_CLICKS,instagram,136362,19573,17656,233
Skincare,22/01/2023,LINK_CLICKS,facebook,38666,7024,6624,950
Skincare,22/01/2023,LINK_CLICKS,instagram,133900,23079,21528,219
Skincare,23/01/2023,LINK_CLICKS,facebook,37615,6600,6160,879
Skincare,23/01/2023,LINK_CLICKS,instagram,125781,24586,23504,238
Skincare,24/01/2023,LINK_CLICKS,facebook,37425,6697,5880,939
Skincare,24/01/2023,LINK_CLICKS,instagram,129652,23488,21408,231
Skincare,25/01/2023,LINK_CLICKS,facebook,36804,6731,6352,893
Skincare,25/01/2023,LINK_CLICKS,instagram,127136,28183,27136,223
Skincare,26/01/2023,LINK_CLICKS,facebook,35992,6555,6152,826
Skincare,26/01/2023,LINK_CLICKS,instagram,124132,27152,26233,176
Skincare,27/01/2023,LINK_CLICKS,facebook,36181,5891,5488,855
Skincare,27/01/2023,LINK_CLICKS,instagram,185980,32911,30960,324
Skincare,28/01/2023,LINK_CLICKS,facebook,36023,6040,5312,858
Skincare,28/01/2023,LINK_CLICKS,instagram,188487,36412,33896,371
Skincare,29/01/2023,LINK_CLICKS,facebook,34333,5785,5048,823
Skincare,29/01/2023,LINK_CLICKS,instagram,186412,34999,33304,337
Skincare,30/01/2023,LINK_CLICKS,facebook,27854,4514,3728,688
Skincare,30/01/2023,LINK_CLICKS,instagram,111574,21300,20416,180
Skincare,01/02/2023,LINK_CLICKS,facebook,14243,2798,2588,478
Skincare,01/02/2023,LINK_CLICKS,instagram,48270,11395,10876,80
Skincare,02/02/2023,LINK_CLICKS,facebook,20048,3428,3112,489
Skincare,02/02/2023,LINK_CLICKS,instagram,65816,13197,12396,121
Skincare,03/02/2023,LINK_CLICKS,facebook,19976,3731,3377,596
Skincare,03/02/2023,LINK_CLICKS,instagram,61673,12017,11628,106
Skincare,04/02/2023,LINK_CLICKS,facebook,20938,3896,3601,607
Skincare,04/02/2023,LINK_CLICKS,instagram,69907,11125,10811,108
Skincare,05/02/2023,LINK_CLICKS,facebook,20346,3799,3466,585
Skincare,05/02/2023,LINK_CLICKS,instagram,67813,12631,12424,114
Skincare,06/02/2023,LINK_CLICKS,facebook,19656,3884,3708,642
Skincare,06/02/2023,LINK_CLICKS,instagram,65143,11128,10712,104
Skincare,07/02/2023,LINK_CLICKS,facebook,19804,5232,4781,583
Skincare,07/02/2023,LINK_CLICKS,instagram,65958,11656,11269,115
Skincare,08/02/2023,LINK_CLICKS,facebook,19523,3951,3669,590
Skincare,08/02/2023,LINK_CLICKS,instagram,65042,10958,10444,135
Skincare,09/02/2023,LINK_CLICKS,facebook,19779,4427,4074,497
Skincare,09/02/2023,LINK_CLICKS,instagram,65665,25027,23680,128
Skincare,10/02/2023,LINK_CLICKS,facebook,19545,4123,3828,486
Skincare,10/02/2023,LINK_CLICKS,instagram,66176,15688,15070,129
Skincare,11/02/2023,LINK_CLICKS,facebook,20086,4013,3726,616
Skincare,11/02/2023,LINK_CLICKS,instagram,67779,12712,12397,115
Skincare,12/02/2023,LINK_CLICKS,facebook,19595,3697,3380,564
Skincare,12/02/2023,LINK_CLICKS,instagram,63800,11930,11324,112
Skincare,13/02/2023,LINK_CLICKS,facebook,18915,3231,2864,532
Skincare,13/02/2023,LINK_CLICKS,instagram,64337,10965,10684,119
Skincare,14/02/2023,LINK_CLICKS,facebook,18811,3436,3268,546
Skincare,14/02/2023,LINK_CLICKS,instagram,60120,9869,9516,99
Skincare,15/02/2023,LINK_CLICKS,facebook,19209,2913,2508,503
Skincare,15/02/2023,LINK_CLICKS,instagram,62629,9278,6714,89
Skincare,16/02/2023,LINK_CLICKS,facebook,18585,3208,2988,552
Skincare,16/02/2023,LINK_CLICKS,instagram,62052,10455,9805,88
Skincare,17/02/2023,LINK_CLICKS,facebook,18618,3338,3020,513
Skincare,17/02/2023,LINK_CLICKS,instagram,62689,11433,11048,79
Skincare,18/02/2023,LINK_CLICKS,facebook,18840,3235,2960,507
Skincare,18/02/2023,LINK_CLICKS,instagram,65569,12592,12320,113
Skincare,19/02/2023,LINK_CLICKS,facebook,18798,3263,2928,538
Skincare,19/02/2023,LINK_CLICKS,instagram,64959,12932,12676,115
Skincare,20/02/2023,LINK_CLICKS,facebook,17614,3100,2712,482
Skincare,20/02/2023,LINK_CLICKS,instagram,61025,11483,11180,111
Skincare,21/02/2023,LINK_CLICKS,facebook,17998,3155,2796,510
Skincare,21/02/2023,LINK_CLICKS,instagram,62016,10401,10160,87
Skincare,22/02/2023,LINK_CLICKS,facebook,17509,2969,2628,413
Skincare,22/02/2023,LINK_CLICKS,instagram,62020,9307,9084,96
Skincare,23/02/2023,LINK_CLICKS,facebook,17734,2848,2672,353
Skincare,23/02/2023,OUTCOME_ENGAGEMENT,instagram,43252,14833,14031,10
Skincare,23/02/2023,LINK_CLICKS,instagram,63199,9393,8660,89
Skincare,24/02/2023,LINK_CLICKS,facebook,16288,2664,2534,326
Skincare,24/02/2023,LINK_CLICKS,instagram,57783,8281,7920,75
Skincare,24/02/2023,OUTCOME_ENGAGEMENT,instagram,54207,20606,20040,11
Skincare,25/02/2023,LINK_CLICKS,facebook,17480,2582,2448,338
Skincare,25/02/2023,LINK_CLICKS,instagram,61961,8914,8495,92
Skincare,26/02/2023,LINK_CLICKS,facebook,16782,2675,2480,330
Skincare,26/02/2023,LINK_CLICKS,instagram,60171,9258,9044,80
Skincare,27/02/2023,LINK_CLICKS,facebook,13621,2171,2036,273
Skincare,27/02/2023,LINK_CLICKS,instagram,51086,8035,7810,64
Skincare,01/03/2023,LINK_CLICKS,facebook,8203,1313,1310,217
Skincare,01/03/2023,LINK_CLICKS,instagram,29583,4805,4571,43
Skincare,02/03/2023,LINK_CLICKS,facebook,17817,2825,2476,363
Skincare,02/03/2023,LINK_CLICKS,instagram,55587,8972,8656,59
Skincare,03/03/2023,LINK_CLICKS,facebook,18212,2724,2500,360
Skincare,03/03/2023,LINK_CLICKS,instagram,60922,9362,8644,90
Skincare,04/03/2023,LINK_CLICKS,facebook,19238,2953,2732,362
Skincare,04/03/2023,LINK_CLICKS,instagram,64898,10582,10284,93
Skincare,05/03/2023,LINK_CLICKS,facebook,18611,3355,3084,423
Skincare,05/03/2023,LINK_CLICKS,instagram,62065,12049,11432,104
Skincare,06/03/2023,LINK_CLICKS,facebook,18123,3840,3380,403
Skincare,06/03/2023,LINK_CLICKS,instagram,60079,10924,10460,86
Skincare,07/03/2023,LINK_CLICKS,facebook,17953,3653,3432,428
Skincare,07/03/2023,LINK_CLICKS,instagram,59616,11130,10768,68
Skincare,08/03/2023,LINK_CLICKS,facebook,17682,3414,3044,399
Skincare,08/03/2023,LINK_CLICKS,instagram,58952,9264,8808,90
Skincare,09/03/2023,LINK_CLICKS,facebook,17201,2966,2920,359
Skincare,09/03/2023,LINK_CLICKS,instagram,59695,9549,9208,108
Skincare,10/03/2023,LINK_CLICKS,facebook,17328,2620,2584,292
Skincare,10/03/2023,LINK_CLICKS,instagram,58530,9586,9348,85
Skincare,11/03/2023,LINK_CLICKS,facebook,18193,2573,2400,296
Skincare,11/03/2023,LINK_CLICKS,instagram,61760,11008,10936,73
Skincare,12/03/2023,LINK_CLICKS,facebook,17656,2483,2452,286
Skincare,12/03/2023,LINK_CLICKS,instagram,60087,14206,13896,90
Skincare,13/03/2023,LINK_CLICKS,facebook,18100,2481,2481,309
Skincare,13/03/2023,LINK_CLICKS,instagram,60803,11043,10768,101
Skincare,14/03/2023,LINK_CLICKS,facebook,17214,2516,2408,287
Skincare,14/03/2023,LINK_CLICKS,instagram,58037,9747,9548,80
Skincare,15/03/2023,LINK_CLICKS,facebook,17083,2178,2064,242
Skincare,15/03/2023,LINK_CLICKS,instagram,58245,8790,8358,64
Skincare,16/03/2023,LINK_CLICKS,facebook,17163,2348,2192,253
Skincare,16/03/2023,LINK_CLICKS,instagram,57497,7839,7528,73
Skincare,17/03/2023,LINK_CLICKS,facebook,17121,2189,2088,252
Skincare,17/03/2023,LINK_CLICKS,instagram,57975,8124,7788,78
Skincare,18/03/2023,LINK_CLICKS,facebook,17372,2257,2066,251
Skincare,18/03/2023,LINK_CLICKS,instagram,59383,8651,8416,83
Skincare,19/03/2023,LINK_CLICKS,facebook,17573,2230,2140,256
Skincare,19/03/2023,LINK_CLICKS,instagram,59683,8898,8700,95
Skincare,20/03/2023,LINK_CLICKS,facebook,16623,2142,2008,258
Skincare,20/03/2023,LINK_CLICKS,instagram,56548,8497,8286,93
Skincare,21/03/2023,LINK_CLICKS,facebook,16751,2142,2040,276
Skincare,21/03/2023,LINK_CLICKS,instagram,57270,8501,8132,82
Skincare,22/03/2023,LINK_CLICKS,facebook,16289,2272,2120,255
Skincare,22/03/2023,LINK_CLICKS,instagram,55900,8256,7956,77
Skincare,23/03/2023,LINK_CLICKS,facebook,16805,2271,2146,247
Skincare,23/03/2023,LINK_CLICKS,instagram,50712,7931,7688,72
Skincare,24/03/2023,LINK_CLICKS,facebook,16062,2044,1968,227
Skincare,24/03/2023,LINK_CLICKS,instagram,53128,7587,7368,77
Skincare,25/03/2023,LINK_CLICKS,facebook,16278,2098,1928,248
Skincare,25/03/2023,LINK_CLICKS,instagram,56836,8024,7622,69
Skincare,26/03/2023,LINK_CLICKS,facebook,16320,2313,2192,273
Skincare,26/03/2023,LINK_CLICKS,instagram,56505,8297,7956,81
Skincare,27/03/2023,LINK_CLICKS,facebook,14495,1920,1832,211
Skincare,27/03/2023,LINK_CLICKS,instagram,48989,7254,7130,63
Skincare,28/03/2023,LINK_CLICKS,facebook,14724,1945,1838,187
Skincare,28/03/2023,LINK_CLICKS,instagram,52408,8010,7834,57
Skincare,29/03/2023,LINK_CLICKS,facebook,14819,1852,1796,217
Skincare,29/03/2023,LINK_CLICKS,instagram,51859,7624,7372,67
Skincare,30/03/2023,LINK_CLICKS,facebook,12991,1605,1578,207
Skincare,30/03/2023,LINK_CLICKS,instagram,51448,7476,7190,56
Skincare,01/04/2023,LINK_CLICKS,facebook,22637,3319,3292,415
Skincare,01/04/2023,LINK_CLICKS,instagram,76109,9236,8276,83
Skincare,02/04/2023,LINK_CLICKS,facebook,27712,5347,4656,539
Skincare,02/04/2023,LINK_CLICKS,instagram,91149,12149,11216,103
Skincare,03/04/2023,LINK_CLICKS,facebook,26401,4118,3996,409
Skincare,03/04/2023,LINK_CLICKS,instagram,83078,11650,11084,101
Skincare,04/04/2023,LINK_CLICKS,facebook,22804,2626,2596,285
Skincare,04/04/2023,LINK_CLICKS,instagram,84076,11696,11280,124
Skincare,05/04/2023,LINK_CLICKS,facebook,26502,2873,2760,331
Skincare,05/04/2023,LINK_CLICKS,instagram,88143,11381,10876,108
Skincare,06/04/2023,LINK_CLICKS,facebook,27387,3184,2988,367
Skincare,06/04/2023,LINK_CLICKS,instagram,89806,11483,10784,158
Skincare,07/04/2023,LINK_CLICKS,facebook,27417,3865,3480,460
Skincare,07/04/2023,LINK_CLICKS,instagram,92679,12769,11740,170
Skincare,08/04/2023,LINK_CLICKS,facebook,26720,3828,3500,429
Skincare,08/04/2023,LINK_CLICKS,instagram,87974,12046,11080,153
Skincare,09/04/2023,LINK_CLICKS,facebook,26949,4199,3780,499
Skincare,09/04/2023,LINK_CLICKS,instagram,90570,12542,11464,186
Skincare,10/04/2023,LINK_CLICKS,facebook,25352,4236,3964,496
Skincare,10/04/2023,LINK_CLICKS,instagram,80030,11836,10896,128
Skincare,11/04/2023,LINK_CLICKS,facebook,25612,4476,4168,477
Skincare,11/04/2023,LINK_CLICKS,instagram,80871,11538,10792,128
Skincare,12/04/2023,LINK_CLICKS,facebook,26238,4528,3956,530
Skincare,12/04/2023,LINK_CLICKS,instagram,90292,11624,10901,143
Skincare,13/04/2023,LINK_CLICKS,facebook,25085,4608,4304,487
Skincare,13/04/2023,LINK_CLICKS,instagram,84007,10456,9604,149
Skincare,14/04/2023,LINK_CLICKS,facebook,24033,4309,4040,448
Skincare,14/04/2023,LINK_CLICKS,instagram,81434,9908,9677,116
Skincare,15/04/2023,LINK_CLICKS,facebook,25864,4332,4084,461
Skincare,15/04/2023,LINK_CLICKS,instagram,88819,10184,9644,133
Skincare,16/04/2023,LINK_CLICKS,facebook,25148,4083,3756,447
Skincare,16/04/2023,LINK_CLICKS,instagram,87683,11006,10448,122
Skincare,17/04/2023,LINK_CLICKS,facebook,22641,3677,3320,426
Skincare,17/04/2023,LINK_CLICKS,instagram,75582,9433,8880,97
Skincare,18/04/2023,LINK_CLICKS,facebook,23635,3977,3568,454
Skincare,18/04/2023,LINK_CLICKS,instagram,84499,10762,10112,121
Skincare,19/04/2023,LINK_CLICKS,facebook,22775,3990,3472,503
Skincare,19/04/2023,LINK_CLICKS,instagram,84296,11563,11092,155
Skincare,20/04/2023,LINK_CLICKS,facebook,19090,3679,3420,463
Skincare,20/04/2023,LINK_CLICKS,instagram,73508,10912,10456,152
Skincare,02/05/2023,LINK_CLICKS,facebook,10896,2408,2240,337
Skincare,02/05/2023,LINK_CLICKS,instagram,7914,4240,4144,17
Skincare,03/05/2023,LINK_CLICKS,facebook,45406,7307,6512,991
Skincare,03/05/2023,LINK_CLICKS,instagram,34549,17071,16416,79
Skincare,04/05/2023,LINK_CLICKS,facebook,55408,9925,8764,1125
Skincare,04/05/2023,LINK_CLICKS,instagram,42392,12442,11960,92
Skincare,05/05/2023,LINK_CLICKS,facebook,53345,10308,9303,990
Skincare,05/05/2023,LINK_CLICKS,instagram,39894,10865,10495,79
Skincare,06/05/2023,LINK_CLICKS,facebook,56546,9385,8818,1004
Skincare,06/05/2023,LINK_CLICKS,instagram,43573,9574,9398,81
Skincare,07/05/2023,LINK_CLICKS,facebook,55691,9975,9284,1036
Skincare,07/05/2023,LINK_CLICKS,instagram,43162,10454,10148,89
Skincare,08/05/2023,LINK_CLICKS,facebook,52932,9412,8708,950
Skincare,08/05/2023,LINK_CLICKS,instagram,40636,10731,10516,89
Skincare,09/05/2023,LINK_CLICKS,facebook,52666,9213,8588,842
Skincare,09/05/2023,LINK_CLICKS,instagram,40725,10131,9969,75
Skincare,10/05/2023,LINK_CLICKS,facebook,53446,9518,9120,904
Skincare,10/05/2023,LINK_CLICKS,instagram,40991,9333,9024,78
Skincare,11/05/2023,LINK_CLICKS,facebook,53670,9086,8328,908
Skincare,11/05/2023,LINK_CLICKS,instagram,41600,9927,9860,84
Skincare,12/05/2023,LINK_CLICKS,facebook,53599,9187,8056,912
Skincare,12/05/2023,LINK_CLICKS,instagram,42185,12330,11900,69
Skincare,13/05/2023,LINK_CLICKS,facebook,55862,8953,8408,870
Skincare,13/05/2023,LINK_CLICKS,instagram,43435,13024,12968,85
Skincare,14/05/2023,LINK_CLICKS,facebook,53411,8827,8092,910
Skincare,14/05/2023,LINK_CLICKS,instagram,41468,12988,12948,85
Skincare,15/05/2023,LINK_CLICKS,facebook,51084,8830,7812,901
Skincare,15/05/2023,LINK_CLICKS,instagram,39189,12080,12080,77
Skincare,16/05/2023,LINK_CLICKS,facebook,52319,8445,7968,865
Skincare,16/05/2023,LINK_CLICKS,instagram,39523,12679,12160,65
Skincare,17/05/2023,LINK_CLICKS,facebook,51792,8339,7600,870
Skincare,17/05/2023,LINK_CLICKS,instagram,39415,11785,11408,62
Skincare,18/05/2023,LINK_CLICKS,facebook,51688,8415,7916,837
Skincare,18/05/2023,LINK_CLICKS,instagram,41044,14519,14480,68
Skincare,19/05/2023,LINK_CLICKS,facebook,51737,8686,8408,817
Skincare,19/05/2023,LINK_CLICKS,instagram,39185,14856,14488,79
Skincare,20/05/2023,LINK_CLICKS,facebook,49194,8409,8144,842
Skincare,20/05/2023,LINK_CLICKS,instagram,38931,16713,16560,73
Skincare,21/05/2023,LINK_CLICKS,facebook,52024,8983,8656,817
Skincare,21/05/2023,LINK_CLICKS,instagram,41310,16305,15856,83
Skincare,22/05/2023,LINK_CLICKS,facebook,48856,8317,7936,844
Skincare,22/05/2023,LINK_CLICKS,instagram,36507,11369,11092,64
Skincare,23/05/2023,LINK_CLICKS,facebook,50924,8282,7800,797
Skincare,23/05/2023,LINK_CLICKS,instagram,40902,10935,10828,76
Skincare,24/05/2023,LINK_CLICKS,facebook,50652,8754,8308,727
Skincare,24/05/2023,LINK_CLICKS,instagram,40781,13813,13564,69
Skincare,25/05/2023,LINK_CLICKS,facebook,50963,6951,6552,695
Skincare,25/05/2023,LINK_CLICKS,instagram,39263,7011,6924,66
Skincare,26/05/2023,LINK_CLICKS,facebook,49628,6872,6576,722
Skincare,26/05/2023,LINK_CLICKS,instagram,39874,11039,10968,48
Skincare,27/05/2023,LINK_CLICKS,facebook,49742,6913,6476,728
Skincare,27/05/2023,LINK_CLICKS,instagram,40927,11176,11036,69
